"","country","country_id","coastal_protection_reef","coastal_protection","coastal_protection_offshore","coastal_protection_onshore","commercial_timber","domestic_timber","flood_nathab","flood_mitigation_500km","flood_mitigation_50km","fuelwood","fwfish","grazing","marinefish","moisture_recycling","nitrogen_retention_500km","nitrogen_retention_50km","rural_nature_access_360","rural_nature_access_60","urban_nature_access_360","urban_nature_access_60","pollination","reef_tourism","sediment_deposition_500km","sediment_deposition_50km","vulnerable_carbon"
"193","French Polynesia","PYF",0,528868.653513428,419853.496743174,0,0,0,0,0,0,0,0,0,0.859989655087702,0,0,0,0,0,0,0,0,838,0,0,0
"194","Qatar","QAT",0,61474.9920086323,27120.2455086346,1608.25414593892,0.000266553674547015,0,626.873673067298,0,0,0.000883085421822531,0,0,23.0540086627007,0,13510551.7338218,11140047.913874,7130.91161596775,15827.3394644633,31951.8027381897,25831.6624298096,0,90,721.058724880219,589.234183132648,78
"195","Réunion","REU",0,956173.090523243,183638.569297791,0,0,0,0,0,0,0,0,0,0.15346696972847,0,0,0,0,0,0,0,0,160,0,0,0
"196","Romania","ROU",0,69465.6145635945,1558.08231274784,26922.5730820823,3945.66323251667,46.8363942196192,463134299.817524,14067137.7531133,3273211.22731703,1454.78095944834,431.131107832072,3369.07899826638,0,347513.559244742,73821704656.9967,21490686931.5829,5282264.49034418,4296171.29904281,2201544.27872186,1517278.0786488,52761.0372827341,0,1725539691.64565,526515463.36591,1607625
"197","Russia","RUS",0,3884757.78719088,1191963.97318767,2002542.03252131,36840.174990955,519.358530315935,8873225084.81062,77104976.2552771,12572290.9511587,4400.31583901843,48873.0988814823,11457.5947169004,7690.98990029315,11228286.7449391,915804480191.707,113423439456.682,34625087.9152223,30085224.8714612,37025720.7353738,28189473.7090529,206148.840163691,0,12525693481.5308,1792304361.08902,142213077
"198","Rwanda","RWA",0,0,0,0,218.496851108497,187.911220041254,70871033.6137447,174496.052942088,19861.5232306622,522.932920674051,1531.87751641916,398.888458416021,0,23121.3107442005,17174627214.8516,4281495917.99658,44614.727077961,22018.9301293939,3776.42338769138,1395.22609710693,13344.853178463,0,2336815615.292,678478069.080096,136814
"199","Saudi Arabia","SAU",0,5727457.07676019,3112251.91153147,239592.064165102,6.56280524695834,57.2723060203428,53356886.3151511,5488.84573242632,4111.98227547643,40.79499360501,0,712.420109886308,1093.33621609211,26.0200817087358,28156933169.2397,10109251623.5269,1473354.62442394,1150387.71804208,1568377.86186454,1008040.76144148,3151.57574146282,1803,642656090.102042,281555062.928727,28560
"200","Sudan","SDN",0,7262.2886261033,3846.69319196884,1206.88553450261,691.341043804252,797.509039749457,11888097730.5747,69062902.519227,4555676.97548547,1600.63753691656,163.316284856293,26711.4062847982,186.50164937973,814086.414051826,811134460371.678,34770318905.6952,9554138.69605905,9128796.71564204,4873870.54754373,3788605.28089562,6267.56138359142,41,7574808238.64152,415489763.307767,2937144
"201","Senegal","SEN",0,2188940.66138669,532497.412184714,514961.544400953,923.969307560988,264.299835616482,242149694.610598,15258032.5343172,3943165.41409823,1654.35506816353,6404.31503787811,7036.09177580322,14965.3957042694,16838.8155804657,80813206716.7459,12799796211.6455,27979.603322506,30130.9560115635,3256.72386860847,518.777526855469,2497.64622077905,0,355923070.058958,70835248.4350767,1035447
"202","Singapore","SGP",0,2991869.58549468,395463.773692377,1236967.62363434,0,0,0,0,0,0,0.00650762626901269,0,97.5568542480469,15.4610938884036,109609486.101318,100864824.854248,8975.49710083008,8767.04968643188,560738.4453125,560738.4453125,10.1459488232336,40,0,0,1367
"203","South Georgia and the South Sand","SGS",0,0,0,0,0,0,0,0,0,0,0,0,4.71447106206324,0,0,0,0,0,0,0,0,0,0,0,0
"204","Saint Helena, Ascension and Tris","SHN",0,6513.52896728109,5856.68010568619,0,0,0,0,0,0,0,0,0,0.10622476786375,0,0,0,0,0,0,0,0,0,0,0,0
"205","Svalbard and Jan Mayen","SJM",0,45.001549367822,25.2633129144524,6.24619103598525,0,0,0,0,0,0,0,0,1746.88171994686,0,0,0,92.7088637407869,82.7189557454549,0,0,0,0,0,0,0
"206","Solomon Islands","SLB",0,1269624.25653044,738438.332769023,920667.620427184,108.682320559303,227.458854471643,5428136.43925344,0,0,221.18108556623,0,0.345559362664387,7.06707265973091,0,211311842.070016,176575701.321509,0,0,0,0,0,342,872157.912702127,629956.507376761,702267
"207","Sierra Leone","SLE",0,1212762.69560127,259415.669632802,466258.721232042,1341.59954707187,135.403433741139,25660024.4290739,2945805.26000194,1183496.53670034,1509.73689384317,773.179698240594,428.672543120731,9611.65085411072,11004.3428160056,9589096772.60589,3105561110.84242,1020612.83019838,913101.562744421,448396.422920745,356062.575574756,931.198180935229,0,430214359.991116,154033700.267501,472191
"208","El Salvador","SLV",0,1067011.07810163,380430.368208975,626533.782387616,1207.6208068092,0.887148790523736,21681169.2439445,1929036.96603203,927410.42957486,1864.50851309989,385.063629713026,228.93560645044,1.48705267906189,1335.83254238432,7304850734.9838,4407505088.00214,2287536.59909955,2104267.87758206,2072969.91443348,2017208.17998926,2660.18582831986,0,149347415.398495,89678707.4049587,211230
"209","San Marino","SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Somalia","SOM",0,775861.640646071,400716.71448817,298416.440239298,355.215411083143,797.237530365008,141139404.02854,22686477.8408242,4336195.98110245,870.770317818815,4.20933891530149,15808.2912218176,110.034505039454,661289.575917451,136868154698.881,22940826797.4738,5419744.48606478,5063749.2176796,1892380.62547433,1272631.68484971,2746.13585055711,0,693070367.001713,153764758.815947,6215105
"211","Saint Pierre and Miquelon","SPM",0,27852.4994926075,12846.7939428235,10682.6489963154,0,0.0796258791792461,0,0,0,0.0393350639669172,0,0,0,24.6590791106214,111461.946896266,109688.784576891,3011.72158813477,2861.59638658166,0,0,0,0,0,0,1907
"212","Serbia","SRB",0,0,0,0,1435.50939751729,31.9616115235741,140123853.611564,5524290.40580624,1118489.56965322,455.990396292864,301.093233304797,338.44900692952,0,125833.552752486,40069946722.7673,9599055955.64453,1549717.84655952,1057325.90046012,883621.423914369,514802.072405824,18708.3208642538,0,887954685.679998,212751781.056658,480890
"213","South Sudan","SSD",0,0,0,0,6732.10504768071,2197.91909653804,16896979470.534,46451842.2209952,1456885.12643847,8263.54072236507,20.8041885492858,39810.8230939456,0,2167604.77908634,1585089514622.88,48380069779.7505,9940749.60413856,9315990.35177528,1774729.9916804,1471279.40534802,847.262091701775,0,2879110260.1071,129453932.843195,7128647
"214","São Tomé and Príncipe","STP",0,218146.685265838,83292.5650943641,0,0,0,0,0,0,0,0,0,0.414511829614639,0,0,0,0,0,0,0,0,0,0,0,0
"215","Suriname","SUR",0,433978.659112603,99768.2627693633,195485.884293495,1583.54926484218,54.7687364799471,58260195.7635636,7871685.81420282,2162450.97924972,73.3113621615708,13.1259586170781,7.63435968421739,715.076652050018,232711.310865192,25174951102.3565,3840852147.1498,286172.844669597,233694.634099566,211304.048088469,139534.92653539,23.310876358329,0,125525444.74184,15971026.0190631,6204804
"216","Slovakia","SVK",0,0,0,0,1020.4391089717,22.3590929241529,174316026.100447,4791377.3255723,981984.601461589,277.478628014101,143.910737318802,154.270319038121,0,100822.379878269,50907171648.9375,12967188135.5781,2140308.69823647,1882794.98545905,714776.811306477,588827.364193153,11121.5732943958,0,770933076.236981,200343095.225023,586837
"217","Slovenia","SVN",0,77549.0185546875,4938.62948608398,3488.79814147949,687.471829825262,25.1395842400642,74717389.8732754,4927477.15666539,1589029.38872164,211.380093460109,23.1488142885501,72.8583938296675,0,41520.5886835846,29531614072.9506,6658233191.65747,1075260.11915159,981370.55030153,299598.878767252,272230.099005687,912.782950395729,0,697570001.478452,185154762.531625,365007
"218","Sweden","SWE",0,3431550.51777739,1755800.02286175,1813497.056671,6004.23530615772,4.28056573478133,388939114.582296,0,0,525.321772334939,593.339366922039,351.021698213206,353.536903262138,603993.581979182,7378124413.62393,3465317843.5534,4903330.35061096,4245727.26673412,2133492.60347638,1651102.05812134,9107.09007103496,0,24243454.7140146,10495899.9904204,6578119
"219","Swaziland","SWZ",0,0,0,0,622.912812661035,110.988476568641,8999730.68757461,499226.81199971,174071.657480983,879.013456860723,0.117636445909739,661.427533132464,0,7419.81396511538,3135421095.25781,1262613033.59082,746178.462441444,672937.468692832,130192.089150662,92146.859959662,106.685039471517,0,260754625.224602,107583519.669553,138386
"220","Sint Maarten","SXM",0,118508.650680542,20774.5526733398,99236.9783172607,0,0,0,0,0,0,0,0,0,0,2120457.703125,2079563.5,0,0,0,0,0,30,0,0,307
"221","Seychelles","SYC",0,122940.578807831,109969.28994751,0,0,0,0,0,0,0,0,0,0.926530510187149,0,0,0,0,0,0,0,0,319,0,0,0
"222","Syria","SYR",0,898423.342424842,63514.2854018807,71854.4447402954,37.8348873089008,0.0138519121384595,55980003.9182565,3369735.94207764,1032624.21274055,61.4637774560373,243.690666268463,217.805538450546,2.57189726829529,17095.9013838368,30530680229.9699,11299047132.4425,1155300.83708948,1053785.46906472,1068334.2487832,734361.680069257,11895.1128075878,0,841725512.49833,297180127.042774,19414
"223","Turks and Caicos Islands","TCA",0,51031.7081440997,56108.5041908324,46433.4981522055,0.355212550815794,2.50985713898215,0,0,0,2.69124844061098,0,1.33244532138524,0.271626263856888,0,2514459.4246956,2455106.18118569,14232.0132408142,13233.8487023711,0,0,0,287,0,0,7078
"224","Chad","TCD",0,0,0,0,1191.1939962576,445.551890180948,467439327.901243,17337017.6059346,2923678.43443442,1963.53306618235,17984.3088057938,9519.16243987921,0,518019.73162012,185980788749.434,14638303916.7289,4427296.27772151,3954562.87066016,929365.529871285,836193.1554553,906.285158661342,0,654858884.509887,77129641.6768976,2509945
"225","Togo","TGO",0,10062.138671875,9293.771484375,0,628.008453820447,160.884299795925,68511109.9662012,4501728.08031269,1066821.63903081,1521.94610457098,1585.94138388126,1317.36445759983,26.9891262054443,33637.364123073,19608942599.2871,4126299562.39258,1645282.48716736,1455213.38943667,616461.473512322,516196.23783645,512.858873862688,0,421457819.509678,94896078.9322672,270081
"226","Thailand","THA",0,4612478.84566704,1454846.62245818,1223922.68578564,7577.20544845275,1446.00072718849,2874951244.88622,86992365.7450064,17518959.7406808,3895.65147443358,14136.0090699352,331.915742687781,9211.91441190243,160795.195989458,550306713693.275,76169768587.8306,6938472.88927505,4193579.5964852,2357247.28203435,2152752.52054895,23539.5237907942,1421,19512141302.8978,2874950050.17394,3352240
"227","Tajikistan","TJK",0,0,0,0,9.88122229430251,14.3436740363727,64212995.2565793,935383.632664891,210842.992456772,35.8785392389419,320.138988675666,1077.72461666767,0,147931.513994577,279991464385.437,69481229871.7054,1753160.08300649,1036945.06149001,797111.376257,308725.713725328,21434.2963820983,0,14859857175.1078,3483259214.97836,925712
"228","Tokelau","TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Turkmenistan","TKM",0,0,0,0,5.07458637243019,3.55251835100274,37214747.4477976,10201.120897412,5542.91067169959,12.6060332832389,829.56803743809,2456.78802693981,0,214030.18855337,13513413614.7801,2837288902.01329,758507.838738935,429549.947465015,404838.998641002,223401.96311377,2098.27001222505,0,220211624.267074,69432628.0519122,584942
"230","Timor-Leste","TLS",0,275264.968809675,177693.326032933,24254.4601547709,0.238135620382464,177.325798356526,985711.752273929,33894.3124588066,24158.6662175018,168.29177238724,0.2312806120608,4.10939469063627,16.2087249755859,67.8638427686259,134480979.754345,109141906.014257,111580.216393195,93031.1852656063,19224.8430579901,0,38.7697034214334,180,15080430.3570325,11893586.5132249,52988
"231","Tonga","TON",0,141293.97228992,77215.9504261315,0,0,0,0,0,0,0,0,0,0.252630919218063,0,0,0,0,0,0,0,0,263,0,0,0
"232","Trinidad and Tobago","TTO",0,1377165.2906847,321727.768209502,518584.386585136,391.184079816327,1.72262024722689,21688105.6468765,542310.45506927,409701.352615007,40.0427762059903,0,10.0718205049559,3.10857975482941,0,317294331.791307,276279661.93555,366967.701772273,241494.465024363,401976.81067875,244556.580484718,1138.42737827381,308,4486090.54962947,3922134.62925394,126442
"233","Tunisia","TUN",0,810600.743272955,42509.9590300588,372365.29922715,90.4277499256103,10.9488679908206,23423698.7916239,1957280.89413332,895519.987157325,177.273238670738,26.0339267511154,425.829783212831,15.5589923262596,13570.7553040995,6731052445.48448,2744910687.29605,939409.345823765,856424.264002604,807604.516304523,507579.755997188,10508.7962600828,0,104073182.69398,41954530.2855812,67977
"234","Turkey","TUR",0,18096099.7522053,2566490.94676977,4199011.99515172,7108.37418165503,293.529319073556,788362177.639409,80283464.6735575,30345890.5625366,5941.85834186684,3365.51457665139,7426.33567050862,259.347547769547,989569.411155989,705985741973.813,95598292219.0128,14744602.2159205,11354943.9736628,13863086.6150112,9756908.20853472,207286.883908882,0,20259893710.2654,2493711816.51578,3195300
"235","Tuvalu","TUV",0,1763.71484375,1548.74572753906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Taiwan","TWN",0,2096722.14508329,303764.083073079,543906.2516576,1436.53058501373,60.6426817670834,803733178.223782,19231366.8882629,7778284.7066914,245.604474772636,12.7037858644035,13.0752938533124,19.208845436573,2521.54397551372,20840533370.8934,12640206887.7081,2570842.36320943,1535645.13030664,7033113.94152653,4832192.25959859,39369.3058868988,1105,1113785724.61798,660121725.307754,365254
"237","Tanzania","TZA",0,5460483.18695449,3405617.82211527,813144.094403587,18831.6316854162,5376.06748340987,1111815147.92062,35720853.3709259,10377549.7919884,21088.4807521983,18844.955596871,16068.8992533639,632.008926391602,2477714.96914538,293467148553.099,37323711725.8736,21324882.2350259,17555032.5438352,4513371.8569551,2225101.43043192,4976.66405903588,1106,10305592286.8682,1794675395.00944,9018732
"238","Uganda","UGA",0,0,0,0,2259.15130798261,1552.66028125652,1680634145.10444,2904896.70189298,246096.637108493,5664.21972646282,12118.3485427712,6658.68099388424,0,357801.472621398,180842275373.031,19383462268.7661,9005167.55453939,6174510.68304558,1519362.04545293,455279.753032274,3403.63595310408,0,2831803516.26502,444691934.476765,1309642
"239","Ukraine","UKR",0,542062.944168882,209069.231368998,130981.228043885,3767.28832979353,56.1032963998561,676217053.394364,15355239.664666,2578522.12890597,1693.07142477221,1074.44801421301,525.484184321716,508.802048817277,391429.32511799,94058576393.3876,16722373083.6999,5023830.17070177,4560728.5782028,3911409.9572112,4234342.99680054,98755.8920518715,0,1120481361.57809,249553072.431937,2354513
"240","United States Minor Outlying Isl","UMI",0,0,0,0,0,0,0,0,0,0,0,0,0.147708751261234,0,0,0,0,0,0,0,0,5,0,0,0
"241","Uruguay","URY",0,299101.381745743,110967.123133455,73865.2882383006,2500.78613760643,25.6355460269058,93850560.4529303,4560263.28795167,952766.844003556,193.095932123809,231.198050803156,21521.9058025694,306.07200807333,52855.6347334826,12280563924.6532,2068036366.23181,880046.367914066,768385.375563907,1473926.46579234,882604.700283956,8338.94684332495,0,284044015.487191,44613163.6857489,1010605
"242","United States","USA",36224569904,29504333.4435065,7774806.61845461,8477890.16721504,158555.796373056,718.006795433932,11161344062.7505,310226257.641313,78791657.1941865,10065.6086000723,2256.43212629575,59257.4193312279,21125.8029734716,6879521.55217694,3744061074834.98,489734664135.087,98723264.2371095,89037313.340922,110716309.503661,76213756.158384,525676.188420587,2013,51558968756.4213,7965567692.22458,83167879
"243","Uzbekistan","UZB",0,0,0,0,15.1168691531184,23.854553432216,62412869.9160618,395158.952118491,146827.39661932,48.5503235674731,372.006723611499,2847.08070299776,0,217669.826119463,129057961007.696,44491628106.5263,2796849.57948806,1359307.18917978,1580246.56213658,502830.534187802,5563.51612607261,0,4111973435.32546,1322973886.92113,719518
"244","Vatican City","VAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Saint Vincent and the Grenadines","VCT",0,504982.750768185,160296.284427643,258142.267529964,0,0,0,0,0,0,0,0,0,0,11174920.3951416,10738550.8632202,38226.070098877,32270.6452857219,21209.2790374756,19958.70362854,0,77,0,0,7575
"246","Venezuela","VEN",0,7214745.13747812,1406759.23788863,2129800.87126961,14212.075794113,567.822307635944,1245552988.54374,50566179.4203794,7302627.38373579,1951.39486493155,11343.5310364035,8888.61989284233,538.962512642145,1240302.15628237,219043312473.009,35574184979.3196,6010723.01898841,5369760.2124272,12245572.4041344,10137875.5815477,65634.1934452201,869,7975626579.86074,2217278175.37574,21548845
"247","British Virgin Islands","VGB",0,214401.667831898,148845.230783939,137127.777633667,0.58365404727149,0.0796819454546563,0,0,0,0.173492105910222,0,0,0.262651085853577,0,1446810.84899902,1426967.74780273,18513.3612823486,18508.6882619858,0,0,0,377,0,0,2437
"248","Virgin Islands, U.S.","VIR",0,294921.702515155,89446.3260145187,144707.435222864,1.47955193432018,0,0,0,0,0.0788571523319268,0,0,0.369135171175003,0,2866246.87660217,2803369.9250412,50487.601776123,50494.3645935059,0,0,0,332,0,0,3689
"249","Vietnam","VNM",0,11972566.3604575,4493466.71237295,4049235.25595798,11343.7061415775,1675.09877517677,3107851661.89018,206666075.965741,61164862.686798,11584.6309278273,7310.04078589822,1981.08478710269,34956.5640307665,126496.709619759,1143214183554.05,208196421850.506,16467342.0160089,11788934.3288254,7988426.05827427,4304970.1594129,31595.869456138,840,60032084203.1735,11135263451.3779,3155829
"250","Vanuatu","VUT",0,578984.501004319,377042.736345686,337211.563569517,0.00134837156005139,28.4665875151477,101274.686943722,0,0,20.6284595878997,0,0,0.999072898179293,0,53417791.0299014,47141628.8684996,131845.288079327,100365.159553218,22159.8835079074,17195.6294531822,0,1043,69632.9466178194,60785.8034735573,220017
"251","Wallis and Futuna","WLF",0,28047.1590367556,15088.1846375465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Samoa","WSM",0,184159.843195982,102301.703591086,0,0,0,0,0,0,0,0,0,2.14085681736469,0,0,0,0,0,0,0,0,377,0,0,0
"253","Akrotiri and Dhekelia","XAD",0,4078.53313432634,0,0,0.00216756225563586,0,4441.708984375,393.328488079721,279.570481888072,0.00860361475497484,0.131999200209975,0.479487614824824,0.366084516048431,0,131491.44708252,107436.891021729,1765.15293884277,1559.34033203125,1385.32745361328,11.4455518722534,3.2420871257782,0,751.522155761719,598.887390136719,437
"254","Caspian Sea","XCA",0,0,0,0,3.67492395748183,0.11023007745417,77881.3160681358,649.517438750829,631.602434524698,4.9159770596584,11.491073729936,29.4211340247968,0,379.347699619081,38178909.5082743,24609609.7473391,225990.228395589,274573.792776708,207717.441903859,269939.50273712,92.2227422910018,0,180076.526611329,58663.2934239706,13188
"255","Clipperton Island","XCL",0,0,0,0,0,0,0,0,0,0,0,0,0.0161428023129702,0,0,0,0,0,0,0,0,0,0,0,0
"256","Kosovo","XKO",0,0,0,0,193.482444547297,12.5773453948461,18532811.6291014,1430271.34373748,563183.235270608,195.419962241066,0.356731352861971,71.1617686274818,0,19301.94050757,5927403065.71875,2368406452.4375,459527.678033065,297130.280627083,242657.217156887,149201.963322069,2833.07936742273,0,304183603.270836,133462535.540178,78142
"257","Paracel Islands","XPI",0,1.94772398471832,1.94767165184021,0,0,0,0,0,0,0,0,0,26.7331840991974,0,0,0,0,0,0,0,0,0,0,0,0
"258","Spratly Islands","XSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Yemen","YEM",0,623385.785270132,283548.703490279,189358.125145105,6.97499375181449,213.504077029909,92062790.0538065,5098.49455697279,2801.53107529338,116.172880646291,0,3192.13418039215,40.7461453676224,9548.65912416336,59825007906.3348,31181792710.7599,9342511.61418128,8132120.46652507,1642545.97988139,1252459.31014731,2912.93419777461,135,3553061694.66899,1857527841.04407,98607
"260","South Africa","ZAF",0,2846844.03685057,458339.791306094,809630.843819488,9354.41121290452,2627.08113335928,406965740.518045,11628736.9528961,4643922.02336665,9543.22479942776,228.39334201545,39752.2733457442,100.510319873691,474201.993049048,270326513648.98,68363383045.6693,21056450.5967237,18973141.2526088,16636083.9610849,13076615.9025737,36668.7098184712,33,8510171026.02413,2410665145.43926,6700012
"261","Zambia","ZMB",0,0,0,0,11299.5135005103,4113.02039794241,744613542.947323,12303220.2915841,868324.739254881,10523.9253024299,129218.470158529,3768.237867038,0,1391740.11342439,212157011599.586,18576952579.4141,7219070.19309717,6398145.96528778,3825677.76068158,3157355.22940305,284.535731032107,0,3294766807.46389,339663341.390137,8572911
"262","Northern Cyprus","ZNC",0,67917.2410189321,969.34059328603,25745.2104891587,8.82202649928043,0,573487.12433143,59787.6519402245,45713.4252222497,10.5472209702127,0.090287173516117,64.3881802677188,0.0496577695012093,0,66836209.1608582,54775356.4285583,92836.14320755,101802.208612949,68886.0530491024,58190.7213215828,530.102454103871,0,1509355.86265087,1225784.03766155,5772
"263","Zimbabwe","ZWE",0,0,0,0,7411.23474980969,816.522466079173,148499163.340097,3387720.53159243,359692.117529309,6652.22233411465,4263.31396533176,4936.8404768317,0,403850.926749399,49248752847.4336,9199077295.98654,5208122.52425385,4382703.70673218,2111974.48720657,2157122.45279129,939.988583916641,0,1892409346.84369,345896895.595767,2893149
